Link;Name_of_review;Date;Advantages;Disadvantages;Main_text;Overall_assessment;Assortment;Prices;Delivery;Availability;Service;isRecommended
https://otzovik.com/review_5695347.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Я в шоке.";29.11.2017;Нет плюсов совсем.;В этот магазин я точно больше не пойду,очень все навалено, грязно, плохая энергетика.;Я просто в ужасе, зашла в магазин пятёрочка, цен нет, вокруг одни дыры, фрукты испорченные не убирают. Смотрю ходит директор этого магазина ни чего не делает, разговаривает с продавцами не уважительно и по хамски. Было очень не приятно это видеть.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_4652168.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Мнение постоянно меняется";17.03.2017;Частые скидки, чисто;Ужасное отношение персонала к покупателям, пакеты, не укладывают покупки;У нас в городе после каких-то реформацией стало два магазина Покупочка и Пятерочка и теперь стало вдвойне сложнее объяснить мужу что ему нужно идти в Пятерочку, а не в Покупочку.Магазинов по городу много, но около нашего дома открылся всего несколько месяцев назад и сейчас конечно внешний вид магазина хороший- все новое, после ремонта, современное,РЕКЛАМАно вот около нас Пятерочка занимает небольшую площадь, поэтому к примеру одежды, которую многие хвалят у нас нет, да и ассортимент некоторых товаров не большой,но в целом не магазин нравится. И прежде всего скидками, которые я нахожу вот в этом приложениитут всегда много скидок, как правило в магазине чисто и сотруднике в зале постоянно есть, но вот о сотрудниках вообще отдельная история.Сначала вроде бы я старалась не обращать внимание на них, но они на самом деле портят все настроение на весь оставшийся день. Во-первых возмущает, что как в Магнитеони не укладывают теперь покупки в пакет, а просто бросают их- на мол, сам укладывай! Второе- лица сотрудников зачастую недовольные и хочется скорее купить продукты и бежать от туда. К тому же много раз попадала в такие ситуации, что подхожу к кассам, а там ни одного кассира. Приходилось кричать сотрудникам, чтобы пришли, хотя пара сотрудников видели, что я стою у кассы, хотелось прямо уйти, забрав покупки и заплатить, наверное, этого никто бы не заметил!Еще мне не понятно почему у них только большие пакеты, которые стоят, если не ошибаюсь 4 рубля, но я иногда прихожу в магазин за несколькими товарами и они в это пакете ну вообще теряются и нести не удобно такие покупки в огромном пакете.В общем итоге магазин хороший, но персонал просто бесит и из-за них не хочется приходить в супермаркет это сути.;3;4;4;2;3;1;ДА
https://otzovik.com/review_3361616.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Качество товаров и услуг зависит от директора конкретного магазина сети!";22.05.2016;акции;качество продуктов и цены;"Магазин "" Пятерочка"" не так давно открылся и в нашем районе. С этой сетью я знакома давно, уже несколько лет. Раньше цены у них были выше, чем в сети "" Магнит"", к примеру. Сейчас во всех супермаркетах разных сетей цены более или менее одинаковы, на что-то дороже, на что-то дешевле. Качество обслуживания в магазинах зависит от директора этого конкретного магазина, может быть отличным, а может быть просто "" на отшибись "", как говорится. В целом сеть неплохая, ассортимент средний, цены тоже.РЕКЛАМАЕсли брать конкретно наш ближайший магазин, то в нем следующие плюсы :1. Бывают акции. Как то я брала сыр, колбасу, булки, нагетсы по цене ниже чем в других магазинах.2. Небольшие очереди.А вот минусов поболее будет :1. Обман с ценами. Написано одно (""красная цена""), на кассе получается гораздо дороже... так случается каждый раз, когда я туда забредаю. Это типичная "" замануха"" как говорится.2. Молочная продукция представлена очень бедно и цены на нее высоки.3. Фрукты-овощи практически всегда очень плохого качества и опять же, цены на них выше, чем в Магните.Поэтому трудно сказать, хороша сеть или нет на примере этого неудачного магазина. Несмотря на то, что он недавно открылся, качество товаров и услуг в нем оставляет желать лучшего. Поэтому в него захожу в самом крайнем случае за чем-то конкретным.";3;3;3;3;4;4;НЕТ
https://otzovik.com/review_956729.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Лучше не заходить!";11.04.2014;Цены;Атмосфера, персонал, ассортимент;"Иногда хочется разнообразия, но ""Покупочка""- не лучший вариант для решения этой задачи. Однажды посетив этот магазин, Вам определено не захочется возвращаться. Сейчас опишу поподробнее.Во-первых, разнообразием это место не блещет. Ассортимента никакого, то есть покупателю не остаётся ничего другого, кроме как взять то, что есть на полках, особенно в позднее время. В общем, похоже на сельский магазин, Вы меня понимаете!РЕКЛАМАВо-вторых, персонал относится к посетителям, мягко говоря, с пренебрежением. Решают собственные проблемы в рабочее время, торопят, все время сидят с кислыми минами. Я бы не возмущались, если бы это был единичный случай, но так ведь постоянно. Разве это нормально? Кстати, было также и несколько случаев, когда кассиры серьёзно ошибались с выдачей сдачи.В-третьих, сама атмосфера, царящая в этом магазине, мне попросту не нравится. Тесно, очень тесно, да, чувствуешь себя словно в консервной банке.В некоторых вопросах возмущение не возникает. Например, цены в "" Покупочке"" нормальные, но в принципе ничем не отличаются от других сетей. Продукты всегда свежие, с этим все в порядке, отравление Вам не грозит, максимум - испорченное настроение от посещения этого магазина.В общем, если выбора нет, то, конечно, можно отовариться здесь, но, увы, без особого удовольствия.";3;2;4;1;5;3;НЕТ
https://otzovik.com/review_6409389.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Для клиентов отлично,работодатель на троечку";29.04.2018;Белая зарплата,соцпакет;Переработки,хамство,неприемлемое отношение;"Довелось поработать в ""Пятерочке"", она же X5 Retail Group, она же ООО ""Агроторг"". В плане работы это эдакий феодальный строй, с рабскими законами и пофигизмом начальства. Мало того что не оплачиваются переработки, так из ваших отработанных 14-15 часов оплатят только 10,5. Как творческую личность вас никто не воспримет, поэтому будьте добры работать и со всем соглашаться, даже если вам говорят что земля плоская и стоит на 3 китах. Раз в три месяца в магазине происходит стихийное бедствие под названием ПОЛНАЯ ИНВЕНТАРИЗАЦИЯ. Можно задержаться на работе на пару суток, правда никто не оплатит твое рвение.";2;2;2;2;2;2;НЕТ
https://otzovik.com/review_6408714.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Не совсем плохое но близко нему";29.04.2018;Нет, цены все равно большие;продавцы хамят;Меня очень сильно расстроило то, что многие продавцы на кассе никогда не спрашивают что нужно делать с бонусами на карте лояльности. Я копил баллы в первый месяц как двойные, а у меня их списали на скидку без вопроса что с ними делать. Был очень зол на кассира, в общем я не доволен таким обслуживанием покупателя!!!;2;2;2;2;2;2;НЕТ
https://otzovik.com/review_6396197.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Старые бабки, и просрочка кругом.";26.04.2018;Зоопарк в магазине.;Все что только есть в этом магазине.;Ценники всегда старые и неактуальные. Продавщицы думают что именно они царицы, однажды наткнулся на нагетсы которые продавали только в пятерках, отравились всей семьей, вызвали туда роспортребнадзор, но как вы знаете сетевые магазины платят дань и им сообщают о таких проверках за 2 дня.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6381779.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - цены по Акции не соответствуют ценам на кассе";23.04.2018;Плюсов очень мало;Просроченных товаров много, цены не соответствует на товар, (ценник-касса);Очень развито в этом магазине развод покупателей. Делают ценники с акциями, а на кассе пробивают совершенно по другой цене!!! И не только с товарами по Акции это происходит! Администрация ссылается постоянно, что не успели поменять ценник!! а ещё иногда пробивают не тот товар! Тоже ссылаясь что не внимательно посмотрели!!! Будте внимательны!!! Проверяйте цены на кассе!!!! Я не одна уже такая, которую пытались обмануть!!! Сегодня составили претензию по горячей линии, но сомневаюсь, что это как-то отразится на совести руководства пятерочки!!!(Г. Лабинск!!!);1;3;2;1;3;1;НЕТ
https://otzovik.com/review_6378615.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Очень плохой персонал, обман на кассах,пробивка два раза одного и тогоже.";22.04.2018;никаких;очень плохой магаз;Прихожу в пятёрочку часто, потому что рядом с домом, магазин находится. Пятёрочка на Балаклавском проспекте д52 корп 2, ну начнём с того что работают на кассах не квалифицированные люди, пробиваю товар один и тот же дважды, мало того что не русские, да ещё и вид делают как будто это вы их обсчитали а не они вас. Обращение к директору ничего не дал, просто вернули деньки за лишний пробитый товар и всё, а кассиру ничего типо воруй, общитывай дальше, бабушки ведь не могут чек проверить там всё мелко написано. Короче просто жесть. Жаль что в Москве этот беспредел без наказано существует, я для себя сделал вывод там больше не делать покупки пока не сменится руководство, и людей обученных на кассу не поставят.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6343038.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Магазин для пенсионеров, которым не надо спешить";13.04.2018;Затрудняюсь назвать;Обслуживающий персонал, очереди в кассах из за отсутствия кассиров, цены не совпадают;Иногда посещаем магазин пятерочка. Из хорошего, разве что товары по акции бывают, недорого. А вот из минусов много что. Персонал нерасторопный, обслуживают очень медленно, долго, да и персонала этого днем с огненем не сыщешь. У них постоянно одна касса работает. Отсутствуют весы с самообслуживанием, это называется на кассе потом сюрприз будет. Цена не всегда совпадает с реальной. Вот например, недавно взяла колбасу там, по ценнику 150 рублей за полкило, а на кассе оказалось, что надо две их брать, тогда каждая будет по 150, а так 230 одна. И зачем мне это нужно? Неприятно, не взяла. Товары, которые и бывают по акции, всегда в очень ограниченном количестве;2;3;3;1;3;1;НЕТ
https://otzovik.com/review_6342220.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Отвратительная сеть магазинов";13.04.2018;никаких;масса;Я проживаю в Кирове и в Нижнем Новгороде. Так получилось что и там и там рядом с домом находится магазин пятерочка. Качество обслуживания оставляет желать лучшего. Постоянно бардак на полках, просроченные продукты и хамоватые кассиры. Про охрану отдельный разговор, один раз выставили с матами на улицу из-за того что попросил книгу жалоб и предложений.;1;3;1;1;1;1;НЕТ
https://otzovik.com/review_6330218.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - воскресное утро в пятерочке";11.04.2018;если они и есть то минусы их переплевывают;Отсутствие правильных ценников, равнодушный персонал;"Добрый день! Хотелось бы рассказать о визите в магазин ""Пятерочка"".Зашли купить детский творожок и попутно взяли упаковку майонеза. При просматривании чека обратила внимание, что у майонеза стоит другая цена. Решила сходить проверить- может я по ошибке взяла не тот товар. Но нет - товар тот, только цена в чеке другая.РЕКЛАМАПодошла к кассиру - в ответ та нажала на кнопку звонка и продолжила обслуживать покупателей. На звонок никто не вышел и не подошел к кассе. На кассе начала образовываться очередь и попросили позвать кассира. Прозвучало два звонка. И опять никого. По времени прошло уже минут 10- но на кассу никто так и не подошел.Ждать нам было некогда- ребенок начинал капризничать и мы ушли так никого и не дождавшись.Наверное администратор и кассир были заняты супер важными делами в воскресное утро- что даже в зал выйти не могли.Очень неприятный осадок остался после такого визита.";1;2;1;2;1;1;НЕТ
https://otzovik.com/review_6319799.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Плохо";08.04.2018;никаких;запускаете акуии,обучайте людей;Архангельск Прокопия Галушина 23. продавцы понятия не имеют на что действуют скидки, на кассе ниодин товар по скидке не прошел, развод навешали скидок, непонимая на что;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6319710.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - ужасный магазин";08.04.2018;нет;продукция на грани просрочки, запах тухлятины в холодильнике с мясом, неправильные ценники;"Постоянно перепутаны ценники, цена на ценнике и в чеке часто могут отличаться. Продавцы в ответ на замечания об этом говорят ""Пффф"", отказываются продавать товар в соответствии с ценником под ним, ""не могут"". Из холодильной камеры с охлажденной курицей пахнет тухлятиной. Свежей молочной продукции не бывает почти никогда.";1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6307505.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Меня интересует отношение к сотрудникам!";05.04.2018;Есть отдельное оборудованное по минимуму помещение для приёма пищи.;Нет повара, работники питаются за свой счёт всухомятку. А зачастую бывает и времени нет на питание. И отсюда все негативные последствия...;Почему бы не организовать сотрудникам горячие полноценные обеды? Ведь каждый уважающий себя работодатель заботиться о своих работниках! Мало сделать помещения для приёма пищи. Надо чтобы повар готовил для всей смены и чтобы работники питались полноценно хотя бы один раз в день. Ведь они работают по 12-15 часов, з/п у них невысокие! Кормите своих работников!!! Позаботитесь о них и они дадут вам лучшие результаты!!!;2;2;2;2;2;2;НЕТ
https://otzovik.com/review_6299087.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Магазин низкого качества и культуры обслуживания";03.04.2018;Нет плюсов;Никогда больше не пойду в этот магазин.;3 марта купила в магазине на ул. Боженко 8 грудку куриную. Открыв упаковку дома, обнаружила ужасный запах. Вернувшись в магазин, и пригласив администратора открыли холодильную камеру. Оттуда почувствовали резкий запах протухшего мяса. Вскрыв упаковки, администратор продолжала уверять, что пахнет курицей. И подтвердила, что с грудкой такой может случиться. И это не критически!!! Смешно!!! В итоге я дождалась, пока эту партию мяса не убрали с прилавка.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6297874.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Я в бешенстве!";03.04.2018;Магазин возле дома;Их много;Систематическое несоответствие цены на ценнике и в компьютере на кассе! Я пять раз отказывался от товара требовал вернуть деньги. Ни разу никто не извинился. С недовольными минами возвращали деньги. Больше не хожу в этот магазин. Выкинул их карту.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6287876.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - ул. Менжинского 23 кошмар";01.04.2018;Расположение;Все остальное;Ужасный бардак на полках, ценники висят не все! Кассиры отдельная история, мало того грубят, так еще бросают пакеты как будто я его у нее в долг попросила!;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6269679.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Ужасно";28.03.2018;Близость к дому;Ужасное отношение хамство;Камышинский 39А ужасное обслуживание клиентов, товар находится не в соответствие с ценником, хамство со стопы кассиров (не хочешь не бери! …) очень довольны в открытие но разочарованы в обслуживании.;2;2;2;2;2;2;НЕТ
https://otzovik.com/review_6267384.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - много просрочки, продавцы не особо вежливы";28.03.2018;Некоторые цены радуют;Просрочка. Персонал.;Магазин находится рядом с домом, но хожу туда не часто. Несколько раз слышала как продавцы разговаривают между собой матерными словами, а ведь туда и с детьми ходят... Лично обнаружила просрочку в молочном отделе. Как то раз брала замороженые овощи, они были все во льду, это говорит о том, что их несколько раз размораживали-замораживали. Хожу исключительно за крупами, чаем/кофе, бакалеей, консервами. Обязательно проверяйте сроки!;3;3;3;3;3;3;НЕТ
https://otzovik.com/review_6266411.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Цены не соответствуют...";28.03.2018;Плюс можно поставить только мясному отделу. Мясо хорошее.;Цены,качество не лучшее, скидки не действуют! Есть просроченные продукты. Очередь на кассе. Часто работает только одна касса.;Цена на ветрине одна а на кассе другая. Например сыр Гауда(Красная цена) на ветрине цена 41 рубль, а на кассе 118 рублей. Магазином недовольна.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6265447.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Хожу регулярно";28.03.2018;Дешево.Рядом с домом;очередь в кассу;В пятерочке реально дешевле, чем где-либо. Постоянно акции и скидки. Тут можно купить практически всю необходимую еду. Находится пятерочка рядом с домом, что очень радует. Из всех сетевых магазинов продуктовых, этот с самыми дешевыми ценами. Товар надлежащего качества. Только часто бывают очереди в кассу. Тем не менее всем рекомендую;4;4;4;4;4;4;ДА
https://otzovik.com/review_6256654.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Бюджетный магазин";26.03.2018;Цена;Качество;Качественное обслуживание, вежливый персонал, всегда чистота и порядок в зале.Постоянная система скидок. Отличный бюджетный магазин, но бывают просрочки, смотрите на сроки годности.;4;4;4;4;4;4;НЕТ
https://otzovik.com/review_6256020.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Сеть магазинов, которую надо закрыть по всей стране.";26.03.2018;нет!;Нагло обворовывают! Сеть магазинов, которую надо закрыть по всей стране. Если посчитать, сколько людей они обворовали - бюджет России нервно курит в сторонке.;Сегодня лопнуло моё терпение!Зашёл в Пятерочку по адресу: ул. Мневники д.9 МоскваНабрал полную тележку продуктов.Точно помнил, что сосиски были по акции 120 с чем то рублей и кофе Мокка по 99 рублейНа кассе пробили по чеку сосиски за 250 рублей и кофе за 260 рублей.К сожалению, чек рассмотрел уже отъехав по Звенигородке на приличное расстояние.НЕуважаемые работники Пятёрочки!Хотите обижайтесь, хотите нет, но с сегодняшнего дня я тоже начну вас обворовывать.;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6246294.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Отвратительно!";24.03.2018;Нет;Куча;24.03.18 Зашёл в магазин Пятёрочка( по адресу улица Кадомцева г. Мытищи )Нашёл просроченный товар на 5000 рублей . После этого консультанты начали перепроверять все продукты и нашли ещё больше. В итоге спасибо мне не сказали, а даже обвинили в том, что я якобы на этом наживаюсь. Отвратительное обращение с покупателями. Магазин открылся не давно и уже я сделал вывод, что никогда не прийду в него снова .;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6241067.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Лохотрон!";23.03.2018;работает с 8 утра и есть на каждом углу;начиная с качества товаров и выкладки заканчивая обслуживанием;"Сколько раз зарекалась никогда не ходить в этот магазин, но к сожалению он один из немногих, который работает с 8 утра если нужно срочно что то купить. И пожалуй это его единственный плюс! НИ ОДИН """"ЖЕЛТЫЙ ЦЕННИК"" НИОГДА НЕ СООТВЕТСТВУЕТ ДЕЙСТВИТЕЛЬНОСТИ!!!!! Карта Пятерочки это вообще нечто! За накопленные 2500баллов при покупке списали 57 рублей! Это просто смешно!";1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6224639.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Не дешево, грязно, дикие очереди, работают с 9-00, хорошо не с 13-00";19.03.2018;Думаю скоро закроют эту помойку.;Жаль, что закроют эту дыру не сегодня.;"Практически постоянно дикие очереди по 20-25 человек, бывает и больше. Работает 1,2 максимум 3 кассы из 6. ""Приятно"" проведете 25-30 мин после работы, пообщаетесь с ""квалифицированным"" продавцом на предмет соответствия цены на кассе ценнику на прилавке. ""Небольшой"" акцент продавца вас то же приятно удивит. Редкая дыра..., тесная, грязная. ""Добро"" пожаловать на ул. Чертановскую 20 к 2, в магазин ""Пятерочка"".";1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6214786.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Магазин дешёвый, но есть одно но";17.03.2018;Персонал и скидки!;Цены;Магазин так и кричит, зайди в меня, тут низкие цены и т. д! Но цены скачут очень сильно, то-есть купил мороженку себе за 25 рублей, через неделю смотришь она уже 27 это конечно мелочи, но всё-таки не приятно ! Персонал очень добрый и отзывчивый !;4;5;3;3;4;5;НЕТ
https://otzovik.com/review_6175950.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - хороший магазин";10.03.2018;хорошо относятся покупателям , качественные товары ...;иногда просроченный товар;Магазин хороший качественные товары, но иногда там есть продукты с просроченные, а так всегда хорошо обслуживают покупателя всегда рады, хорошие качественные товары, гигиеническое средство не разбавленное хорошо смывается и хорошо пахнет ...;5;5;4;4;5;4;ДА
https://otzovik.com/review_6143690.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - бардак с ценниками";03.03.2018;товаров много, но все как-то не профессионально разложено!могли бы больше прибыль получить если б навели порядок!;Грязь, неразбериха с ценниками, много тележек с пустыми и полными коробками, что мешает покупателям!;ул. Марии Ульяновой, 10. Зашла 03.03.2018 - грязь, все заставлено тележками с пустыми и полными коробками. На полках с яйцами ценники, вроде все нормально, но при проверке сканер показал цену в 45,90, а такой цены на полках нет! Там где стояли коробки с этими яйцами цена была указана в 41 руб. Там были цены 56руб., 39руб. с копейками, 41 руб., но 45,90 не было! Почему нужно все проверять? С молочкой, колбасными изделиями - совершенно не понятно какая цена какому товару соответствует!;1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6131157.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Круто";01.03.2018;Хорошие цены;Очень мало их;Мне очень нравиться Пятерачка)там можно найти все И цены хорошие не точто в Магнитах. Я рекомендую этот магазин всем. Была рада помочь;4;4;4;4;4;4;ДА
https://otzovik.com/review_6110239.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Цены особенно не радуют, контингент беспокоит очень сильно.";25.02.2018;Иногда бывают скидки по товарам. Только надо следить за ценами. Часто несоотвествие ценника и чека.;Описаны выше. В Москве, в СЗАО возникают какие то проблемы смигрантами и кто будет нести ответственность?;Последний год стали замечать, при покупке товаров в Пятерочке по ул. Свободе д.57, огромное нашествие злобных мигрантов в магазине. Враждебные, агрессивные, смотрят на русских недоброжелательно.РЕКЛАМАВозникало много негативных и противоправных ситуаций в данном магазине неоднократно. Мигранты все прибывают в магазин, руководству (Шолохова-директор)все равно, действий никаких. Жалобы даже на горячую линию сети не дают результатов, покрывают мигрантов правонарушителей. Из русских работать остались уже единицы. Насколько законно прибывание данных мигрантов-азиатов в магазине, есть ли у них разрешения, лицензии на работу никому не интрересно. Директора магазина Шолохову, очень устраивает, что за нее делают всю работу (киргизы и таджики). Правонарушения заминаются, вся информация по заявлениям не проверяется и работа по ней не ведется участковыми. Из-за бездействия территориальных органов, усиливается проявление агрессии, социальной ненависти и чувств личной неприязни приезжих-азиатов (Исаевой, Жанышбековой, Афиралиева) и их дружков-подельников к местным жителям. Сотрудники данного магазина (и руководство магазина) внушают огромное беспокойство и дискомфорт жителям района!;1;1;1;1;2;1;НЕТ
https://otzovik.com/review_6107430.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - очень плохо";25.02.2018;плюсов нет;рекомендация руководству тщательней с выбором персонала!;"Посетили магазин 24.02.2018 (смена 0218 чек 00062) в г. Омск ул. Иртышкая набережная 48, во первых ценники не соответствуют цене на кассе!, на некоторые товары ценников вообще нет, указанные по акции товары (мороженое) в холодильнике просто отсутствуют, кассир Наталья Конышева на столько медлительная, такое ощущение что уснет сейчас, размена в кассе не оказалось, старший кассир шел минут 15 со словами ""Я все сдала в инкассацию, у тебя же соток целая пачка!?"" Я вообще в шоке! Как и с каким образованием берут в магазины сотрудником, у них обоих видок ужасный, руки грязные? Часто бываем в этой сети, но в именно в этом магазине удивлена была отношением!";1;1;1;1;1;1;НЕТ
https://otzovik.com/review_6105547.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - очень хороший магазин";24.02.2018;акции, скидки, свежий товар;пока нет;"В нашем городе этот универсам появился в 2011 году, в результате поглощения сети Копейка. Тогда он был у нас единственный, в дальнем спальном районе. С 2014 года начали появляться магазины этой сети. Они сейчас в нашем городе практически везде. В данных магазинах проходят очень интересные акции, экономящие семейный бюджет. Также есть скидка для пенсионеров и для семей с детьми. Для других клиентов есть карта ""ВЫРУЧАЙка"" которой за каждую покупку дают бонусы, которые в дальнейшем можно потратить на покупки. Я очень часто посещаю эти магазины и могу сказать, что в наших магазинах я практически никогда не замечал просрочку, персонал всегда приветлив, готовый что-то помочь, подсказать. В-целом, поставлю ""Пятерочке"" - 5!";5;5;5;5;5;5;ДА
https://otzovik.com/review_6094248.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Недоволен бонусной программой";22.02.2018;Магазины в шаговой доступности;Пришлось выкинуть бонусную карту из-за спама;"Зарегистрировал ""Выручай-карту"". Отключил в личном кабинете все смс-уведомления. Но на телефон продолжают слать рекламу акций магазина. Пришлось изменить номер, заблокировать личный кабинет и выбросить карту. Надоели.К тому же реальной выгоды от этой карты нет. В пересчете бонусов, вы получаете 1 рубль (который можно реально потратить на покупки) со 100 рублей потраченных в магазине. Я на заправке машины получаю больше (1 рубль за 50 потраченных).";3;3;3;3;3;3;НЕТ
